ID,Data,Love,Joy,Surprise,Anger,Sadness,Fear,Topic,Domain,is_admin
20928,আমার অনেক ইচ্ছা আপনার সাথে দেখা করতে ,1,1,0,0,0,0,Personal,Youtube,False
4766,খুবই খারাপ আমাদের স্বাধীন দেশের ,0,0,0,1,0,0,Politics,Youtube,False
10061,খাবার গুলো দেখে মনে হচ্ছে অনেক মজার হয়েছিল। ,0,1,0,0,0,0,Travel,Youtube,False
2514,আমি সিউর এখানের সব কয়টা মায়য়া শেখ হাচিনার আওলাদ। ,0,0,0,0,1,0,Education,Youtube,False
12122,আস্বাধীন বাংলায় স্বাধীনতা চায় ,0,0,0,1,0,0,Politics,Youtube,False
19104,শুনেছি আল্লাহ পাক তাকে এ পথ থেকে ফিরিয়ে এনেছে সত্য কিনা জানিনা ,0,1,0,0,0,0,Sports,Youtube,False
3276,দেড় মাসের মতো পাগল আছিলাম😆 ,0,1,0,0,0,0,Music,Youtube,False
18841,মন ছুয়ার মত গান ,0,1,0,0,0,0,Music,Youtube,False
15744,পাকিস্তানতো দেখলামই কিন্তু আমাদের গরু খাওয়া ব্রেইন কিছুই শিখলোনা দেখে তবে একদিন শিখবে হয়তো ,0,0,0,1,0,0,Education,Facebook,False
2346,তারপর বাসায় তুমুল হৈ চৈ শুরু করে দিয়েছে। শুভকে বলেছে- তোর বাপ নিশ্চয় আরেকটা বিয়ে করসে ,0,0,0,0,1,0,Personal,Facebook,False
9210,বিচারটা ভালো লাগছে। এইটাই উচিৎ ,0,1,0,0,0,0,Politics,Youtube,False
20644,ভাই আপনার ব্যাগ হারাই ছিল তো আমি ভয় পেয়ে গেছিলাম? ,0,0,0,0,0,1,Personal,Youtube,False
25102,অনেক ভালো হয়েছে ভাই ,0,1,0,0,0,0,Music,Youtube,False
8800,তেমনি আমাদের নবীর (সঃ) আগমনে অন্ধকার দূর হতে বাধ্য। এইটাও স্পষ্ট বুঝা গেছে ,0,1,0,0,0,0,Personal,Facebook,False
15804,কিছো জানুয়ার ডিজ লাইক দিছে ,0,0,0,0,1,0,Education,Youtube,False
25950,আমি আসবো গো ,0,1,0,0,0,0,Personal,Facebook,False
10846,দুর্নীতির ঘটনায় জড়িত ছিলেন খাদ্য পরিদর্শকরা। গুদামের যে কোনো দুর্নীতি ,0,0,0,0,1,0,Politics,Facebook,False
8583,আনন্দের পানি অন্য রকম ,0,1,0,0,0,0,Personal,Facebook,False
11391,হাই বলল ভাই কেমন আছেন ,0,1,0,0,0,0,Music,Youtube,False
24110,তাওহীদ ভাই আপনার এই ভিডিওটা দেখে আমি পুরো ফিদা হয়ে গেছি পুরো ভিডিওটা দেখে আমার দুচোখ দিয়ে পানি জর্জর করে পড়ছে এভাবেই আপনি অনেক ছেলের সামনে আগিয়ে যাও ,0,1,0,0,0,0,Personal,Youtube,False
13007,কেন আমি ওকে পরী নামে ডাকতে গেলাম ! নিজের নির্বুদ্ধিতার জন্যে নিজেকে আমি কখনো ক্ষমা করতে পারবো না ,0,0,0,1,0,0,Personal,Facebook,False
23088,ঈদের দিনের দৃশ্যটা অসাধারণ লেগেছে সবাই মিলেমিশে একসাথে ঈদ করছে ,0,1,0,0,0,0,Entertainment,Youtube,False
10967,বিছানা গুছাতে দাও’ বেলকোণিটা বেশি সুন্দর; ফাকা ,0,1,0,0,0,0,Personal,Facebook,False
2285,সময়ের সাথে এটা ছেলে মানুষি নামে প্রমান করা হইয়াছে । তবে আমিই সেই ছেলে মানুষ । জানো ,1,0,0,0,1,0,Personal,Facebook,True
3130,ধন্যবাদ সময় টিভিকে। ,1,1,0,0,0,0,Politics,Youtube,False
10518,ফালতু রির্পোট। এসব করে বাংলার খলোয়াডের মাথা নস্ট করেন আপনারা। সব কিছুতে বাড়াবাড়ি। ,0,0,0,0,1,0,Sports,Youtube,False
27697,"মাগির পোলা তর আম্মু কে চুদি,তুই নামাজ রেখে কমেন্ট করতে আসছিস কেন ন? ",0,0,0,0,1,0,Entertainment,Youtube,False
26244,দেহ দিলা মনটা দিলা না ৷ এই ধরনের ছেলে এবং মেয়েরা নিঃসন্দেহে জাহান্নামি ,0,0,0,0,1,0,Music,Youtube,False
15568,এইগুলা আম্পিয়ার এক নাম্বার এ মাদারচোদ ,0,0,0,0,1,0,Sports,Youtube,False
5265,"কারন সবগুলা গান ছেলেরা গায়,,তারা কি নিজেদের বদনামি করবে নাকি,,মেয়ে সিংগার গাইলে চেলেদের পচাইতো বাট আফসোট দেশে মেয়ে সিংগার এর অভাব ",0,0,0,1,0,0,Music,Youtube,False
14736,নতুন কইরা টাকা খাওয়ার ফন্দি। এত আকাম চোদাইতে কইছে কেডা। ,0,0,0,0,1,0,Politics,Youtube,False
18195,দেশে আইনের শাসন না থাকলে এমনই।সরকার কি করে!!! ,0,0,0,0,1,0,Politics,Youtube,False
16819,এ তুই 👂 কান ছাড়ছো ক্যা ,0,0,0,0,1,0,Entertainment,Youtube,False
1816,কোন মাদারচুদে এই ভিডিওতে ও আনলাইক দিল😡 ,0,0,0,0,1,0,Sports,Youtube,False
10323,যুক্তরাষ্ট্রের নেকরে 😂😂 ,0,1,0,0,0,0,Entertainment,Youtube,False
27675,সংগ্রাম ও সাফল্যের ৭১ বছর। ,1,1,0,0,0,0,Politics,Twitter,False
27627,আমরা চাই মুস্তাফিজ আগের মতো জ্বলে উঠোক ,1,0,0,0,0,0,Sports,Youtube,False
27859,"বাংলা নাটকের সব পরিচালকদের আমি খুন করে ফেলবো,, তুরা সবাই মিলে একজোট হয়ে গেছিস,মেহজাবিন আপুকে দিয়ে তুরা আর এই ধরনের অভিনয় করাবি না,,মেহজাবিন আপুর এই ধরনের অভিনয় দেখতে দেখতে আমার চোখের জ্বল সব শেষ হয়ে গেছে, তুরা জানিস নারে মেহজাবিন আপুকে দিয়ে তুরা এই ধরনের অভিনয় করালে কলিজায় লাগেরে খুব কলিজায় লাগে,, মনে হয় তখন আমি নিজেই মরে যাই,, ",0,0,0,1,1,0,Entertainment,Youtube,False
4659,ভালো হয় নাই। নাটকটি দেখে মজা পাইলাম না। খুব খারাপ হয়েছে। ,0,0,0,1,1,0,Entertainment,Youtube,False
11208,"সব অপরাধ মেয়েদের ছেলেরা দুধে ধোয়া তুলশি পাতা,,, ",0,0,0,0,1,0,Music,Youtube,False
19410,তখন মাথা গরম হয়ে পাগলা গরু পিছে তাড়া করে বসলে জান নিয়ে বাঁচার একমাত্র উপায়: সোজা চোখ বন্ধ করে দৌড়! নিজে নিরাপদ থাকুন ,0,0,0,0,0,1,Business,Facebook,False
8614,হাটে হাঁড়ি বেঙ্গে গেলো বালমান সাদিকের..😂 ,0,1,0,0,0,0,Education,Youtube,False
16099,ভাই আপনাদের নামবার রে কল জায়না কেনো ,0,0,0,1,0,0,Business,Youtube,False
27423,কে কে এই গানের জন্য আপেক্ষা করছিলেন??? লাইক দিয়ে বুঝিয়ে দিন! ,1,1,0,0,0,0,Music,Youtube,False
18634,উঠে। এর থেকে বড় কিছু বোধ হয় আর হতে পারে না। ,0,0,0,1,0,0,Sports,Facebook,False
20004,আমারে নিশ্চয় আশা করনি এইখানে তাইনা ?? এই বলে সে ঝটকা দিয়ে টেবিল লাইট জালিয়ে দিলো !!! হকচকিত ড্রাইভার হতভম্ব হয়ে বলে উঠলো ,0,0,1,0,0,0,Politics,Facebook,False
22441,অনেক ভাল লেগেছে ভাই ,0,1,0,0,0,0,Personal,Youtube,False
15303,জিততে চাইলে দলে নিয়ে নাও ,0,1,0,0,0,0,Sports,Facebook,False
16033,আবদুল ভাই আমি পেরে গেচি আমি আপনার অনেক ভকত ভাই আমি আপনার সাথে দেখা করতে চাই ভাই পিলিজ বলবেন ,1,0,0,0,0,0,Business,Youtube,False
21334,সালা কি ভিডিও বানাচ সালা বোকাচোদা ,0,0,0,0,1,0,Business,Youtube,False
9153,পলাশ ভাইয়ের শেষের হাসিটা জোশ ছিলো ☺☺☺ ,0,1,0,0,0,0,Entertainment,Youtube,False
14870,শামীম ভাই এর কথোপকথন একদম পারফেক্ট। সাথে তাওসিফ ভাই ও একদম❤❤ ,1,0,0,0,0,0,Entertainment,Youtube,False
19471,গল্পটা অসাধারণ লাগলো ,0,1,0,0,0,0,Entertainment,Youtube,False
18583,এই অধ্যায়ের দ্বিতীয় ভিডিও টা ও দিব খুব তাড়াতাড়ি ঈন শা আল্লাহ। ,0,1,0,0,0,0,Education,Youtube,False
16828,অনেক কিউট একটা ছেলে। ,0,1,0,0,0,0,Music,Youtube,False
15178,"ভাই সাবধানে কথা বলেন,,, ",0,0,0,0,0,1,Politics,Youtube,False
8977,"শালা শুয়োরের বাচ্চা,,, ওরে ভোতা দা দিয়ে জবাই করা হোক।। ",0,0,0,0,1,0,Politics,Youtube,False
27607,ইউটিউবার রে কেডা বানছে আর ভোবের চোপরান চোপরাইছে 😒😒😒🤣🤣 ,0,1,0,0,0,0,Entertainment,Youtube,False
25513,মোশারফ ভাই তুমার জমজ যেন প্রতি বছর চলতেই থাকে ,0,1,0,0,0,0,Entertainment,Youtube,False
25204,ইন্ডিয়া চোরের দল ,0,0,0,0,1,0,Sports,Youtube,False
8598,এটা কি সত্যি বিশ্বাস করেছেন ,0,0,1,0,0,0,Business,Youtube,False
19229,মেয়েদের কাছে ভালো ছেলেদের কোন মুল্যই নাই ,0,0,0,1,0,0,Entertainment,Youtube,False
14835,হর মিয়া হেতার দোকানে ১০ হাজার টিয়ার মাল আসেনি কেন ,0,0,0,0,1,0,Entertainment,Youtube,False
2363,দলের প্রতি বিশ্বস্ততা ,1,1,0,0,0,0,Sports,Facebook,False
1790,দোয়া করি তৌহিদ আফ্রিদি ভাইয়া প্রত্যেকটা অসহায় মানুষের পাশে দাঁড়াও ,1,0,0,0,0,0,Personal,Youtube,False
15233,এই রেস্টুরেন্টের নাম রাখা উচিত ছিল সুদীপা চোরের রান্নাঘর ,0,0,0,0,1,0,Food,Youtube,False
5343,শটে রোনালদো কিন্তু ড্রিবলিংয়ে মেসি ,0,1,0,0,0,0,Sports,Facebook,False
9582,জুতা পিটা করা উচিত ,0,0,0,0,1,0,Sports,Youtube,False
15246,রাখিতে ভাষার সন্মান আজি তোমার স্মরণেনত ,1,0,0,0,0,0,Personal,Facebook,False
11006,ঈদের দিন নাটক🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩 ,0,1,0,0,0,0,Entertainment,Youtube,False
17445,আর রেস্পেক্ট জানানোর কারন তারা আমাদের বাংলাদেশী ,1,0,0,0,0,0,Sports,Facebook,False
17220,মাদার চোদের গুলি করে মারো ,0,0,0,0,1,0,Politics,Youtube,False
15301,নিশো ভাইয়ার সব গুলো নাটক অসাধারন 👌👌👌 ,0,1,0,0,0,0,Entertainment,Youtube,False
12049,সাব্বির কে বাদ দেওয়া হোক বাংলাদেশ দল থেকে ,0,0,0,0,1,0,Sports,Youtube,False
15154,সালারা খালি বাংলাদেশর সাথে পারে ,0,0,0,0,1,0,Sports,Youtube,False
2599,অসাধারন ভিডিও খুব ভাল লাগল ভাই ,1,1,0,0,0,0,Game,Youtube,False
19351,ভাই আপনি সোনা দিয়া বাঁধাইয়াছি ঘর এই গান টা পারভেজ ভাই কে দিয়ে করেন ,0,1,0,0,0,0,Music,Youtube,False
19260,সবাইকে ফুলেল শুভেচ্ছা ও অভিনন্দন। ,0,1,0,0,0,0,Politics,Twitter,False
16058,ভাই ভালোবাসা আরো ভাইরা গেলো ,0,1,0,0,0,0,Personal,Youtube,False
7360,মনে থাকবে বাংলাদেশ ক্রিকেট এর এই বীর কে ,1,1,0,0,0,0,Sports,Youtube,False
19785,"আয়মান ভাই, এই স্মার্ট হোয়াইট বোর্ড টা কই পাবো? ",0,1,0,0,0,0,Education,Youtube,False
10434,সমাকামিদের উপদ্রপে মানুষ হারিয়ে ফেলেছিলো স্বাভাবিক জীবন যাপনের নিশ্চয়তা৷ এরই মাঝে ব্রোর যোগ দিলেন চট্টগ্রামে। চিটাগাংবাসী এখন সব দুশ্চিন্তা ,0,0,0,1,0,0,Sports,Facebook,False
23708,মিথ্যা ভিডিও একদম ,0,0,0,0,1,0,Business,Youtube,False
3084,দুই ভাইকে একসাথে দেখে অনেক ভালো লাগলো। শুভ কামনা রইল ভাই আপনাদের জন্য। ,1,1,0,0,0,0,Education,Youtube,False
2402,ভাই চিটাগাং আসেন ,1,0,0,0,0,0,Personal,Youtube,False
24953,আবার আচার আচরন দূর্নীতি থেকে নিজেকে দূরে রেখে করা যায়। আমি পাকিস্তানের ক্রিকেটার দের দেখলে মনে হয় কোকেন খোর স্পট ফিক্সার ,0,0,0,0,1,0,Education,Facebook,False
18676,তাবিব ভাই... ভালবাসি অবিরাম ,1,0,0,0,0,0,Personal,Youtube,False
24865,অনেক সুন্দর লাগলো আপু ,0,1,0,0,0,0,Music,Youtube,False
290,সাবাস প্রতিবাদী বোন তোমার মত এই রকম বোনের দরকার ছিলো প্রতিটি কেন্দ্রে কেন্দ্রে। ,0,1,0,0,0,0,Politics,Youtube,False
16071,ছি তিশা তোমাকে এই বাভে দেখবো কখনো ভাবিনি বেরি বেড ,0,0,0,1,0,0,Entertainment,Youtube,False
5352,"প্রথমে বলতে চাই রানার সাপোর্ট এ আছে পুরো বাংলা, আর যাদের সাপোর্ট এ কেও নাই তারা হলো রানার মতো আরো অনেক নাম না জানা পথশিশু। ত নিজেকে ভাল না সাজাইয়া অন্ন্যদের সাহায্য করেন ভাল হবে,, ",0,0,0,1,0,0,Personal,Youtube,False
2107,টাকা থাকলে যে কেউ সেলিব্রেটি হইতে পারে....……… ,0,0,0,1,0,0,Personal,Youtube,False
6119,তর কপালে জুতার বারি হারামজাদা। বাণিতে ইলিয়াছুর রহমান জিহাদি!!! ,0,0,0,0,1,0,Music,Youtube,False
18132,ইউটিউবের কমেন্টে এতো ফাওফুও লাভের কি প্রয়োজন ,0,0,0,0,1,0,Personal,Youtube,False
12850,বাংলাদেশ বিমান বালা সবাই বুরি খালাম্মা আর ইনদোনেশিয়ার মেয়েরা সবাই আধুনিক এবং সুন্দরী ,0,0,0,1,0,0,Travel,Youtube,False
19173,লুইচ্চা কৃষ্ণ যে নিজের মামিরে চুদে। ,0,0,0,0,1,0,Business,Youtube,False
19780,ইয়েস আমিও ১১ পেয়েছি। খুব এনজয় করছি ভিডিওটি ,0,1,0,0,0,0,Education,Youtube,False
25484,পরিচালনা শিখে তার বাবার কাছ থেকে আমি পাইনি তোমায় বাবা ,0,0,0,1,0,0,Personal,Facebook,False
18422,তোর এখানে বলা উচিত ছিলো — গরুর পিঠে ফোঁড়া ,0,0,0,1,0,0,Education,Facebook,False
5710,"যতো বস্তির পোলাপানরা এই আফ্রিদি কে নিয়ে থাকে। এই পোলার থেকে মানুষ কি শিখবে??, ",0,0,0,0,1,0,Personal,Youtube,False
22470,কিরে বালকাতার শুয়োরের বাচ্চা রিফিউজি পরাধীন কাংলু কেমন বোধ করছো আজ 😁😁বাংলাদেশের খেলা দেখবি আর পুটকির মধ্যে বার্নল ঢুকিয়ে জ্বলবি😂😂😂আনলাইক চোদানোর জন্য চলে এসেছিস কাংলু দে একটা আনলাইক দিয়ে তোর মনের জ্বালানি নিভা কাংলুস😁😁😁যাবার সময় গোমূত্র নিয়ে যাস কাংলু 😂😂 ,0,0,0,0,1,0,Sports,Youtube,False
9646,কেমেরা তর সোগা দিয়া ভোরমু ,0,0,0,0,1,0,Business,Youtube,False
3520,জানোয়ার। সে অপরাধী ,0,0,0,0,1,0,Personal,Facebook,False
9899,নাটকটা আর একটু বড় হলে ভাল হত ,0,0,0,1,0,0,Entertainment,Youtube,False
8220,"হতাস হয়ে কি লাব,,,সব এখন অনিয়ম,, কারন সরকার ও অনিয়ম,,,এই দেশে কনো নিয়ম নাই,,, ",0,0,0,1,0,0,Politics,Youtube,False
10573,"এই স্পশিয়া তুই নিজেকে কি মনে কর?? তোর চেয়ে সুন্দরী মেয়ের কি অভাব বাংলাদেশে?? তোর মতো,,,,,,,,এর অভাব আছে। তোর বাবা মা নাই?? তারা এসব দেখেনা?? ",0,0,0,0,1,0,Politics,Youtube,False
13382,আফরান নিশো সেরা ,1,0,0,0,0,0,Entertainment,Youtube,False
4579,মেয়েটা কুত্তার মতো চিল্লাচ্ছে কেনো ,0,0,0,0,1,0,Education,Youtube,False
25184,ভাইয়া আমার চ্যালেনের ভিডিও দেখুন প্লিজ ,0,1,0,0,0,0,Business,Youtube,False
14962,খুব ভালোই লাগলো নাটকটা দেখে। ,0,1,0,0,0,0,Entertainment,Youtube,False
16204,"ভাইয়া এলিফেন্ট রোড ৩৬৫ নামের একটা ক্যাফে হয়েছে খারাপ না, কাঁটাবন অনেক অনেক রেস্তোরাঁ আর ক্যাফে আছে । আসবেন নতুন কিছু যোগ হবে । বাংলা মটরের গ্রিন লাউঞ্জ, সেভেন হিল এই দুইটা ভাল পরিবেশ  ",0,1,0,0,0,0,Food,Youtube,False
3007,রাত দুপুরে বৌয়ের ফোনে কে মারে মিস কল? কে তুই ফাজিল মিস কল দিস লজ্জা শরম নাই? পিটিয়ে ঠ্যাং ভাঙবো যদি হাতের কাছে পাই। (((ম হামিদুল ইসলাম ,0,0,0,0,1,0,Education,Facebook,False
16778,এই সব জানোয়ারদের ফাঁসি দিলে অনেক সহজে মুক্তি পেয়ে যাবে। তাই এদের কে এমন শাস্তি দিতে হবে যাতে তারা ভুগতে ভুগতে মরবে আর তাদের যখন শাস্তি দেয়া হবে তখন লাইভ এ টিভি তে দেখাবে ,0,0,0,0,1,0,Politics,Youtube,False
25507,সে বলল না। তাকে বললাম কোন যুক্তিতে এই নিষ্পাপ ছেলেকে তুমি মাটিতে ফেলে পশুর মত মারছ....!! তোমার কি এই বয়সের ছেলে নেই....?? একা তার সাথে তর্ক করছিলাম ,0,0,1,1,1,0,Politics,Facebook,False
13051,আমাদের চ্যানেলের পক্ষ থেকে আপনার জন্য রইল অনেক ভালোবাসা ,1,0,0,0,0,0,Sports,Youtube,False
22009,এবার পাপিয়ার লাঠিটাতে গরম তেল মেখে তান নিজের ক্ষেত্রে যথাযথভাবে প্রয়োগ করা হউক। ,0,0,0,0,1,0,Politics,Youtube,False
18787,মাশাআল্লাহ মাদ্রাসার ছাত্র ভাই অনেক সুন্দর কথা বলেছেন ,0,1,0,0,0,0,Education,Youtube,False
4444,বেস্ট অফ লাক ,1,0,0,0,0,0,Entertainment,Youtube,False
16171,ইম্রুল ব্রোর টা দেখেন। দামী নামি অনেক টি ২০ ব্যাটসম্যানের এভারেজ দেখেন ,0,1,0,0,0,0,Sports,Facebook,False
27466,কোন সমস্যা নাই। নামায শেষে সংক্ষিপ্ত দোয়া করলেন। বের হয়ে আমার গায়ে একটু হাত বুলিয়ে দিয়ে রিকশা নিয়ে চলে গেলেন। ছোট্ট একটি ঘটনা ,1,0,1,0,0,0,Politics,Facebook,True
7520,দয়া করে কেউ যদি আমাকে জানাইতেন এই সেলুন টি কোথায় তাহলে আমার চুলগুলো এখানে থাকতাম ,0,1,0,0,0,0,Entertainment,Youtube,False
22863,সেই রকম একটা নাটক দেখে খুব ভালো লাগল অসাধারণ ,0,1,0,0,0,0,Entertainment,Youtube,False
17766,মুরগা ফাইসা গেছে পব-২ আন।😇😇 ,0,1,0,0,0,0,Game,Youtube,False
7493,তিন জন নিয়ে নাটক শেষ......😂😂 ,0,1,0,0,0,0,Entertainment,Youtube,False
27062,খুবই রসিক মানুষ। ,0,1,0,0,0,0,Politics,Youtube,False
6937,ইসলামের বিজয় হবে ইনশা আল্লাহ ,1,1,0,0,0,0,Education,Youtube,False
17562,হুম তুমি ঠিক বলছো সাদির হাসিটা অনেক কিউট💗💗💖💖💖💖💗💗 ,1,0,0,0,0,0,Music,Youtube,False
2768,ভাই তুমি যে পার্ক এ গেলে ওটা আমার বাড়ির খুব কাছে... ,0,1,0,0,0,0,Personal,Youtube,False
9872,দুক্কা আবার ছালাক হইলো কবে ,0,0,1,0,0,0,Entertainment,Youtube,False
17190,অনেক অনেক থ্যাংক ইউ আফ্রীদি ভাইয়া যে এটার জন্য ,0,1,0,0,0,0,Personal,Youtube,False
18797,না দেখে লাইক দিলাম পরে এসে দেখবো✌🏻✌🏻✌🏻 ,0,1,0,0,0,0,Sports,Youtube,False
17169,যখন তুমরা চলতে পারতানা তখনও তোমাদের পাশে ছিলাম। যখন হারতে তখনও তোমাদের পাশে ছিলাম আজ তুমরা সাকসেসফুল আজও আছি ছায়া হয়ে ভাল থেক। বাংলা মায়ের দামালরা ভাল বাসি তোমাদের ,1,0,0,0,0,0,Sports,Youtube,False
1102,"ভাইয়া আপনার কাছে এটা এতো দিন চেয়েছিলাম, ",0,1,0,0,0,0,Personal,Youtube,False
11745,আমি যদি সরকার প্রদান হতাম তাহলে সকল অশ্লিলতা চুরি করা বন্ধ করে দিতাম। এমন আইন করতাম যাতে মানুষ অন্যায় করার আগে ১০০ বার চিন্তা করবে।এবং দ্রুত বিচার এর ব্যবসতা করতাম ,0,0,0,1,0,0,Politics,Youtube,False
14276,সব সালা দান্দা বাজ ,0,0,0,0,1,0,Personal,Youtube,False
11867,"ওদের মতো জানোয়ার দের এখনো বাচায় রাখছে,,,,,ক্রোস ফায়ার দেয়নি এই নরপশুদের কে ",0,0,0,0,1,0,Politics,Youtube,False
26154,বালের গান চুদাশ।বালের গান আমরা দেখি নাহ। ,0,0,0,0,1,0,Politics,Youtube,False
18939,ছবি ছাড়াও পাবেন আর্জেন্টিনার সকল খেলোয়ারদের লিগের পারফর্মেন্স ,0,1,0,0,0,0,Sports,Facebook,False
8167,এই দর্নের কিছু আরো গান শুনতে চাই এই গলায়। অসাধারণ ,0,1,0,0,0,0,Music,Youtube,False
27908,সরি ভাই তোমার মজার কথা শুনে আমি কমন করতে বাধ্য হলাম ভালো করে খেলো আর বকা টা একটু কম করো বেশি এস্টার বকছো ,0,0,0,1,0,0,Game,Youtube,False
431,আজকের রায় ভারতের বিচার বিভাগের স্বাধীনতার ওপরই প্রশ্নবোধক চিহ্ন এঁকে দিল। দীর্ঘদিন ধরেই বলা হচ্ছিল ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি একজন কর্তৃত্বপরায়ন ,0,0,0,1,1,0,Politics,Facebook,False
22620,আমি আছি ত ,1,1,0,0,0,0,Sports,Youtube,False
8552,হা হা হা ভাই জোস ,0,1,0,0,0,0,Music,Youtube,False
18723,সাকিব কে মিস করছেন কে কে?? ,0,0,0,1,0,0,Sports,Youtube,False
27058,রাজকন্যা আর অর্ধেক রাজত্ব কবে নিবেন? আম্মা আমাকে বলবে ,0,1,1,0,0,0,Sports,Facebook,True
20194,তবে কি পেলাম জীবনে । আমারা পড়াশুনা ,0,0,0,1,0,0,Personal,Facebook,False
16385,এবার বিশ্ববাসী অরিজিনাল টাইগার দেখতে পেল 😍❤👍✌🏆 ,0,1,0,0,0,0,Sports,Youtube,False
23823,"তহিদ আদরিদি ভাই, তোমাকে আনেক আনেক ধন্যবাদ ",0,1,0,0,0,0,Personal,Youtube,False
10178,ভাল মানুষ এখনো আছে ,0,1,0,0,0,0,Personal,Youtube,False
26834,কি বলবেন তাড়াতাড়ি বলেন। হাতে অনেক কাজ আছে। মেয়ে : বলেন না ,0,0,0,0,1,0,Education,Facebook,False
7578,একমাত্র তখনই বুঝতে পারে সে কি হারিয়েছে। তবে তারপরেও মানুষ বেঁচে থাকে ,0,0,0,1,0,0,Personal,Facebook,False
6667,নোয়াখাইল্লারা সব জায়গায় ছেচরা হয় বেপার না ,0,0,0,0,1,0,Entertainment,Youtube,False
26933,"ভাইয়া, ভিডিওটা অনেক ভালো লাগলো, কিন্তু জিবে পানি এসে গেছে আপনার খাবার খেতে দেখে। ধন্যবাদ ",0,1,0,0,0,0,Food,Youtube,False
25673,আমিও দেখেছিলাম তোমায় নিয়ে যা তুমি ভেঙ্গে দিলে। কেমন করে পারলে তুমি ? মনে আছে তোমার সেইদিন গুলোর কথা ,0,0,0,1,0,0,Personal,Facebook,False
3860,এইসব নকল ছাত্র-শিক্ষক দিয়া স্কুল চালান? হেড স্যারঃআমি না ,0,0,0,0,1,0,Entertainment,Facebook,False
19912,বল দিয়ে পাটাই পালা ,0,1,0,0,0,0,Sports,Youtube,False
5344,শামীম তুই মাজস না কে বাইঞ্চোদ দেখলে বমি আসে! ,0,0,0,0,1,0,Entertainment,Youtube,False
11671,তুমি খুব খারাপ ,0,0,0,0,1,0,Personal,Facebook,False
14100,মেয়াদ উত্তীর্ণ গাঁজা খেয়ে ভিডিও বানাইছে। ,0,0,0,0,1,0,Politics,Youtube,False
9156,বাই আমি তোমার সাথে খেলতে চাই ,0,1,0,0,0,0,Game,Youtube,False
21437,অনেক ভালো হয়েছে ,0,1,0,0,0,0,Music,Youtube,False
2446,ফ্রিজ খুলে দেখলাম। সামান্যই ভাত। বললাম চল ,0,0,0,1,0,0,Personal,Facebook,False
21617,সয়তানের খাড়া ঝিলিক ,0,0,0,0,1,0,Education,Youtube,False
22096,প্রথম টাই ভাল ছিল ,0,0,0,1,0,0,Music,Youtube,False
877,ধন্যবাদ ভাইয়া।আশা করি এভাবে মতামত দিয়ে আমাদের চ্যানেলের সাথেই থাকবেন ,1,1,0,0,0,0,Sports,Youtube,False
21386,আশা করি ভালো হবে। ,0,1,0,0,0,0,Entertainment,Youtube,False
13229,বরং এ মহাগ্রন্থে অনেক আকর্ষণীয় তথ্য পেলাম। বিশেষ করে সুরা নিসার ৮২ নম্বর এ আয়াতটি আমাকে গভীর ভাবনায় নিমজ্জিত করে ,0,1,0,0,0,0,Education,Facebook,False
11355,সিনেমা ট্রাভেলার্স ইত্যাদি। সিনেমাটি ১০-ই অক্টোবর প্যারিসে দেখানো হবে। বাংলাদেশের দর্শক ভাই-বোনেরা ,0,1,0,0,0,0,Entertainment,Facebook,False
23821,"কি ধরনের লিরিক্স????? দেহ দিলা মন দিলানা,,,,,কথা খুব বাজে,,,,এগুলো দিয়ে ব্যবসা হয় ভাল,কিন্তু শিল্পী হওয়া যায় না ",0,0,0,0,1,0,Music,Youtube,False
25134,"আফসোস,,,জুবায়ের কে বিপিএল এই নেওয়া হয় না ",0,0,0,1,0,0,Sports,Youtube,False
20105,তোমার হাত ধরে বসে থাকতে ইচ্ছা করে ,1,0,0,0,0,0,Personal,Facebook,False
2810,ওয়াও অনেক সুন্দর নায়াগ্রা ফলস। আমার খুব পছন্দের একটা জায়গা ❤❤❤❤😍😍😍👌👌👌 ,1,1,0,0,0,0,Travel,Youtube,False
20766,যার নাম দেশে সম্মান রক্ষার দায়িত্ব। যা খেলে জিতে রক্ষা করা যায় ,0,1,0,0,0,0,Education,Facebook,False
19724,তাহেরি পাগলের একটা করে ডায়লগ বলে যান👇👇 ,0,1,0,0,0,0,Entertainment,Youtube,False
2978,সাব্বির কে বাদ দিচ্ছেনা কেন? পাপনের কি মেয়ের জামাই? ,0,0,0,0,1,0,Sports,Youtube,False
8635,ভালোবাসার আরেক নাম তৌহিদ ,1,0,0,0,0,0,Personal,Youtube,False
14769,ধন্যবাদ ভাই এগিয়ে যান আমার আছি আপনার সাথে। ,0,1,0,0,0,0,Personal,Youtube,False
20911,বলার ভাষা রাখেনা ও একাই লরে গেসে একজন সংগী জদি সাতে থাকত ওর ওই জিতে আস্ত .. ওন্য দিকে কেওই রান করতে পারেনী ,0,0,0,1,0,0,Sports,Youtube,False
23092,উপস্থাপক হলো বাংলার দুই ছাগল ,0,0,0,0,1,0,Sports,Youtube,False
17545,এই গান টা গেযে গালের জগত তা নষ্ট করে ফেলেছে রে ,0,0,0,0,1,0,Music,Youtube,False
